ProductKey,ProductAlternateKey,ProductSubcategoryKey,WeightUnitMeasureCode,SizeUnitMeasureCode,ProductName,StandardCost,FinishedGoodsFlag,Color,SafetyStockLevel,ReorderPoint,ListPrice,Size,SizeRange,Weight,DaysToManufacture,ProductLine,DealerPrice,Class,Style,ModelName,Description,StartDate,EndDate,Status
12,CR-9981,0,0,0,Crown Race,0.0,False,,1000,750,0.0,NA,,0.0,0,NA,0.0,NA,NA,NA,NA,2003-07-01,,Current
13,CS-2812,0,0,0,Chain Stays,0.0,False,,1000,750,0.0,NA,,0.0,1,NA,0.0,NA,NA,NA,NA,2003-07-01,,Current
14,DC-8732,0,0,0,Decal 1,0.0,False,,1000,750,0.0,NA,,0.0,0,NA,0.0,NA,NA,NA,NA,2003-07-01,,Current
15,DC-9824,0,0,0,Decal 2,0.0,False,,1000,750,0.0,NA,,0.0,0,NA,0.0,NA,NA,NA,NA,2003-07-01,,Current
16,DT-2377,0,0,0,Down Tube,0.0,False,,800,600,0.0,NA,,0.0,1,NA,0.0,NA,NA,NA,NA,2003-07-01,,Current
17,EC-M092,0,0,0,Mountain End Caps,0.0,False,,1000,750,0.0,NA,,0.0,1,NA,0.0,NA,NA,NA,NA,2003-07-01,,Current
18,EC-R098,0,0,0,Road End Caps,0.0,False,,1000,750,0.0,NA,,0.0,1,NA,0.0,NA,NA,NA,NA,2003-07-01,,Current
19,EC-T209,0,0,0,Touring End Caps,0.0,False,,1000,750,0.0,NA,,0.0,1,NA,0.0,NA,NA,NA,NA,2003-07-01,,Current
20,FE-3760,0,0,0,Fork End,0.0,False,,800,600,0.0,NA,,0.0,1,NA,0.0,NA,NA,NA,NA,2003-07-01,,Current
21,FH-2981,0,0,0,Freewheel,0.0,False,Silver,500,375,0.0,NA,,0.0,0,NA,0.0,NA,NA,NA,NA,2003-07-01,,Current
22,FW-1000,0,0,0,Flat Washer 1,0.0,False,,1000,750,0.0,NA,,0.0,0,NA,0.0,NA,NA,NA,NA,2003-07-01,,Current
23,FW-1200,0,0,0,Flat Washer 6,0.0,False,,1000,750,0.0,NA,,0.0,0,NA,0.0,NA,NA,NA,NA,2003-07-01,,Current
24,FW-1400,0,0,0,Flat Washer 2,0.0,False,,1000,750,0.0,NA,,0.0,0,NA,0.0,NA,NA,NA,NA,2003-07-01,,Current
25,FW-3400,0,0,0,Flat Washer 9,0.0,False,,1000,750,0.0,NA,,0.0,0,NA,0.0,NA,NA,NA,NA,2003-07-01,,Current
26,FW-3800,0,0,0,Flat Washer 4,0.0,False,,1000,750,0.0,NA,,0.0,0,NA,0.0,NA,NA,NA,NA,2003-07-01,,Current
27,FW-5160,0,0,0,Flat Washer 3,0.0,False,,1000,750,0.0,NA,,0.0,0,NA,0.0,NA,NA,NA,NA,2003-07-01,,Current
28,FW-5800,0,0,0,Flat Washer 8,0.0,False,,1000,750,0.0,NA,,0.0,0,NA,0.0,NA,NA,NA,NA,2003-07-01,,Current
29,FW-7160,0,0,0,Flat Washer 5,0.0,False,,1000,750,0.0,NA,,0.0,0,NA,0.0,NA,NA,NA,NA,2003-07-01,,Current
30,FW-9160,0,0,0,Flat Washer 7,0.0,False,,1000,750,0.0,NA,,0.0,0,NA,0.0,NA,NA,NA,NA,2003-07-01,,Current
31,FC-3654,0,0,0,Fork Crown,0.0,False,,800,600,0.0,NA,,0.0,1,NA,0.0,NA,NA,NA,NA,2003-07-01,,Current
32,FC-3982,0,0,0,Front Derailleur Cage,0.0,False,Silver,800,600,0.0,NA,,0.0,0,NA,0.0,NA,NA,NA,NA,2003-07-01,,Current
33,FL-2301,0,0,0,Front Derailleur Linkage,0.0,False,Silver,800,600,0.0,NA,,0.0,0,NA,0.0,NA,NA,NA,NA,2003-07-01,,Current
34,GP-0982,0,0,0,Guide Pulley,0.0,False,,800,600,0.0,NA,,0.0,0,NA,0.0,NA,NA,NA,NA,2003-07-01,,Current
35,GT-0820,0,0,0,LL Grip Tape,0.0,False,,800,600,0.0,NA,,0.0,0,NA,0.0,L ,NA,NA,NA,2003-07-01,,Current
36,GT-1209,0,0,0,ML Grip Tape,0.0,False,,800,600,0.0,NA,,0.0,0,NA,0.0,M ,NA,NA,NA,2003-07-01,,Current
37,GT-2908,0,0,0,HL Grip Tape,0.0,False,,800,600,0.0,NA,,0.0,0,NA,0.0,NA,NA,NA,NA,2003-07-01,,Current
38,HJ-1213,0,0,0,Thin-Jam Hex Nut 9,0.0,False,,1000,750,0.0,NA,,0.0,0,NA,0.0,NA,NA,NA,NA,2003-07-01,,Current
39,HJ-1220,0,0,0,Thin-Jam Hex Nut 10,0.0,False,,1000,750,0.0,NA,,0.0,0,NA,0.0,NA,NA,NA,NA,2003-07-01,,Current
40,HJ-1420,0,0,0,Thin-Jam Hex Nut 1,0.0,False,,1000,750,0.0,NA,,0.0,0,NA,0.0,NA,NA,NA,NA,2003-07-01,,Current
41,HJ-1428,0,0,0,Thin-Jam Hex Nut 2,0.0,False,,1000,750,0.0,NA,,0.0,0,NA,0.0,NA,NA,NA,NA,2003-07-01,,Current
42,HJ-3410,0,0,0,Thin-Jam Hex Nut 15,0.0,False,,1000,750,0.0,NA,,0.0,0,NA,0.0,NA,NA,NA,NA,2003-07-01,,Current
43,HJ-3416,0,0,0,Thin-Jam Hex Nut 16,0.0,False,,1000,750,0.0,NA,,0.0,0,NA,0.0,NA,NA,NA,NA,2003-07-01,,Current
44,HJ-3816,0,0,0,Thin-Jam Hex Nut 5,0.0,False,,1000,750,0.0,NA,,0.0,0,NA,0.0,NA,NA,NA,NA,2003-07-01,,Current
45,HJ-3824,0,0,0,Thin-Jam Hex Nut 6,0.0,False,,1000,750,0.0,NA,,0.0,0,NA,0.0,NA,NA,NA,NA,2003-07-01,,Current
46,HJ-5161,0,0,0,Thin-Jam Hex Nut 3,0.0,False,,1000,750,0.0,NA,,0.0,0,NA,0.0,NA,NA,NA,NA,2003-07-01,,Current
47,HJ-5162,0,0,0,Thin-Jam Hex Nut 4,0.0,False,,1000,750,0.0,NA,,0.0,0,NA,0.0,NA,NA,NA,NA,2003-07-01,,Current
48,HJ-5811,0,0,0,Thin-Jam Hex Nut 13,0.0,False,,1000,750,0.0,NA,,0.0,0,NA,0.0,NA,NA,NA,NA,2003-07-01,,Current
49,HJ-5818,0,0,0,Thin-Jam Hex Nut 14,0.0,False,,1000,750,0.0,NA,,0.0,0,NA,0.0,NA,NA,NA,NA,2003-07-01,,Current
50,HJ-7161,0,0,0,Thin-Jam Hex Nut 7,0.0,False,,1000,750,0.0,NA,,0.0,0,NA,0.0,NA,NA,NA,NA,2003-07-01,,Current
51,HJ-7162,0,0,0,Thin-Jam Hex Nut 8,0.0,False,,1000,750,0.0,NA,,0.0,0,NA,0.0,NA,NA,NA,NA,2003-07-01,,Current
52,HJ-9080,0,0,0,Thin-Jam Hex Nut 12,0.0,False,,1000,750,0.0,NA,,0.0,0,NA,0.0,NA,NA,NA,NA,2003-07-01,,Current
53,HJ-9161,0,0,0,Thin-Jam Hex Nut 11,0.0,False,,1000,750,0.0,NA,,0.0,0,NA,0.0,NA,NA,NA,NA,2003-07-01,,Current
54,HN-1024,0,0,0,Hex Nut 5,0.0,False,,1000,750,0.0,NA,,0.0,0,NA,0.0,NA,NA,NA,NA,2003-07-01,,Current
55,HN-1032,0,0,0,Hex Nut 6,0.0,False,,1000,750,0.0,NA,,0.0,0,NA,0.0,NA,NA,NA,NA,2003-07-01,,Current
56,HN-1213,0,0,0,Hex Nut 16,0.0,False,,1000,750,0.0,NA,,0.0,0,NA,0.0,NA,NA,NA,NA,2003-07-01,,Current
57,HN-1220,0,0,0,Hex Nut 17,0.0,False,,1000,750,0.0,NA,,0.0,0,NA,0.0,NA,NA,NA,NA,2003-07-01,,Current
58,HN-1224,0,0,0,Hex Nut 7,0.0,False,,1000,750,0.0,NA,,0.0,0,NA,0.0,NA,NA,NA,NA,2003-07-01,,Current
59,HN-1420,0,0,0,Hex Nut 8,0.0,False,,1000,750,0.0,NA,,0.0,0,NA,0.0,NA,NA,NA,NA,2003-07-01,,Current
60,HN-1428,0,0,0,Hex Nut 9,0.0,False,,1000,750,0.0,NA,,0.0,0,NA,0.0,NA,NA,NA,NA,2003-07-01,,Current
61,HN-3410,0,0,0,Hex Nut 22,0.0,False,,1000,750,0.0,NA,,0.0,0,NA,0.0,NA,NA,NA,NA,2003-07-01,,Current
62,HN-3416,0,0,0,Hex Nut 23,0.0,False,,1000,750,0.0,NA,,0.0,0,NA,0.0,NA,NA,NA,NA,2003-07-01,,Current
63,HN-3816,0,0,0,Hex Nut 12,0.0,False,,1000,750,0.0,NA,,0.0,0,NA,0.0,NA,NA,NA,NA,2003-07-01,,Current
64,HN-3824,0,0,0,Hex Nut 13,0.0,False,,1000,750,0.0,NA,,0.0,0,NA,0.0,NA,NA,NA,NA,2003-07-01,,Current
65,HN-4402,0,0,0,Hex Nut 1,0.0,False,,1000,750,0.0,NA,,0.0,0,NA,0.0,NA,NA,NA,NA,2003-07-01,,Current
66,HN-5161,0,0,0,Hex Nut 10,0.0,False,,1000,750,0.0,NA,,0.0,0,NA,0.0,NA,NA,NA,NA,2003-07-01,,Current
67,HN-5162,0,0,0,Hex Nut 11,0.0,False,,1000,750,0.0,NA,,0.0,0,NA,0.0,NA,NA,NA,NA,2003-07-01,,Current
68,HN-5400,0,0,0,Hex Nut 2,0.0,False,,1000,750,0.0,NA,,0.0,0,NA,0.0,NA,NA,NA,NA,2003-07-01,,Current
69,HN-5811,0,0,0,Hex Nut 20,0.0,False,,1000,750,0.0,NA,,0.0,0,NA,0.0,NA,NA,NA,NA,2003-07-01,,Current
70,HN-5818,0,0,0,Hex Nut 21,0.0,False,,1000,750,0.0,NA,,0.0,0,NA,0.0,NA,NA,NA,NA,2003-07-01,,Current
71,HN-6320,0,0,0,Hex Nut 3,0.0,False,,1000,750,0.0,NA,,0.0,0,NA,0.0,NA,NA,NA,NA,2003-07-01,,Current
72,HN-7161,0,0,0,Hex Nut 14,0.0,False,,1000,750,0.0,NA,,0.0,0,NA,0.0,NA,NA,NA,NA,2003-07-01,,Current
73,HN-7162,0,0,0,Hex Nut 15,0.0,False,,1000,750,0.0,NA,,0.0,0,NA,0.0,NA,NA,NA,NA,2003-07-01,,Current
74,HN-8320,0,0,0,Hex Nut 4,0.0,False,,1000,750,0.0,NA,,0.0,0,NA,0.0,NA,NA,NA,NA,2003-07-01,,Current
75,HN-9161,0,0,0,Hex Nut 18,0.0,False,,1000,750,0.0,NA,,0.0,0,NA,0.0,NA,NA,NA,NA,2003-07-01,,Current
76,HN-9168,0,0,0,Hex Nut 19,0.0,False,,1000,750,0.0,NA,,0.0,0,NA,0.0,NA,NA,NA,NA,2003-07-01,,Current
77,HT-2981,0,0,0,Handlebar Tube,0.0,False,,800,600,0.0,NA,,0.0,1,NA,0.0,NA,NA,NA,NA,2003-07-01,,Current
78,HT-8019,0,0,0,Head Tube,0.0,False,,800,600,0.0,NA,,0.0,1,NA,0.0,NA,NA,NA,NA,2003-07-01,,Current
79,HU-6280,0,0,0,LL Hub,0.0,False,,500,375,0.0,NA,,0.0,1,NA,0.0,L ,NA,NA,NA,2003-07-01,,Current
80,HU-8998,0,0,0,HL Hub,0.0,False,,500,375,0.0,NA,,0.0,1,NA,0.0,NA,NA,NA,NA,2003-07-01,,Current
81,KW-4091,0,0,0,Keyed Washer,0.0,False,,1000,750,0.0,NA,,0.0,0,NA,0.0,NA,NA,NA,NA,2003-07-01,,Current
82,LE-1000,0,0,0,External Lock Washer 3,0.0,False,,1000,750,0.0,NA,,0.0,0,NA,0.0,NA,NA,NA,NA,2003-07-01,,Current
83,LE-1200,0,0,0,External Lock Washer 4,0.0,False,,1000,750,0.0,NA,,0.0,0,NA,0.0,NA,NA,NA,NA,2003-07-01,,Current
84,LE-1201,0,0,0,External Lock Washer 9,0.0,False,,1000,750,0.0,NA,,0.0,0,NA,0.0,NA,NA,NA,NA,2003-07-01,,Current
85,LE-1400,0,0,0,External Lock Washer 5,0.0,False,,1000,750,0.0,NA,,0.0,0,NA,0.0,NA,NA,NA,NA,2003-07-01,,Current
86,LE-3800,0,0,0,External Lock Washer 7,0.0,False,,1000,750,0.0,NA,,0.0,0,NA,0.0,NA,NA,NA,NA,2003-07-01,,Current
87,LE-5160,0,0,0,External Lock Washer 6,0.0,False,,1000,750,0.0,NA,,0.0,0,NA,0.0,NA,NA,NA,NA,2003-07-01,,Current
88,LE-6000,0,0,0,External Lock Washer 1,0.0,False,,1000,750,0.0,NA,,0.0,0,NA,0.0,NA,NA,NA,NA,2003-07-01,,Current
89,LE-7160,0,0,0,External Lock Washer 8,0.0,False,,1000,750,0.0,NA,,0.0,0,NA,0.0,NA,NA,NA,NA,2003-07-01,,Current
90,LE-8000,0,0,0,External Lock Washer 2,0.0,False,,1000,750,0.0,NA,,0.0,0,NA,0.0,NA,NA,NA,NA,2003-07-01,,Current
91,LI-1000,0,0,0,Internal Lock Washer 3,0.0,False,,1000,750,0.0,NA,,0.0,0,NA,0.0,NA,NA,NA,NA,2003-07-01,,Current
92,LI-1200,0,0,0,Internal Lock Washer 4,0.0,False,,1000,750,0.0,NA,,0.0,0,NA,0.0,NA,NA,NA,NA,2003-07-01,,Current
93,LI-1201,0,0,0,Internal Lock Washer 9,0.0,False,,1000,750,0.0,NA,,0.0,0,NA,0.0,NA,NA,NA,NA,2003-07-01,,Current
94,LI-1400,0,0,0,Internal Lock Washer 5,0.0,False,,1000,750,0.0,NA,,0.0,0,NA,0.0,NA,NA,NA,NA,2003-07-01,,Current
95,LI-3800,0,0,0,Internal Lock Washer 7,0.0,False,,1000,750,0.0,NA,,0.0,0,NA,0.0,NA,NA,NA,NA,2003-07-01,,Current
96,LI-5160,0,0,0,Internal Lock Washer 6,0.0,False,,1000,750,0.0,NA,,0.0,0,NA,0.0,NA,NA,NA,NA,2003-07-01,,Current
97,LI-5800,0,0,0,Internal Lock Washer 10,0.0,False,,1000,750,0.0,NA,,0.0,0,NA,0.0,NA,NA,NA,NA,2003-07-01,,Current
98,LI-6000,0,0,0,Internal Lock Washer 1,0.0,False,,1000,750,0.0,NA,,0.0,0,NA,0.0,NA,NA,NA,NA,2003-07-01,,Current
99,LI-7160,0,0,0,Internal Lock Washer 8,0.0,False,,1000,750,0.0,NA,,0.0,0,NA,0.0,NA,NA,NA,NA,2003-07-01,,Current
100,LI-8000,0,0,0,Internal Lock Washer 2,0.0,False,,1000,750,0.0,NA,,0.0,0,NA,0.0,NA,NA,NA,NA,2003-07-01,,Current
101,LJ-1213,0,0,0,Thin-Jam Lock Nut 9,0.0,False,,1000,750,0.0,NA,,0.0,0,NA,0.0,NA,NA,NA,NA,2003-07-01,,Current
102,LJ-1220,0,0,0,Thin-Jam Lock Nut 10,0.0,False,,1000,750,0.0,NA,,0.0,0,NA,0.0,NA,NA,NA,NA,2003-07-01,,Current
103,LJ-1420,0,0,0,Thin-Jam Lock Nut 1,0.0,False,,1000,750,0.0,NA,,0.0,0,NA,0.0,NA,NA,NA,NA,2003-07-01,,Current
104,LJ-1428,0,0,0,Thin-Jam Lock Nut 2,0.0,False,,1000,750,0.0,NA,,0.0,0,NA,0.0,NA,NA,NA,NA,2003-07-01,,Current
105,LJ-3410,0,0,0,Thin-Jam Lock Nut 15,0.0,False,,1000,750,0.0,NA,,0.0,0,NA,0.0,NA,NA,NA,NA,2003-07-01,,Current
106,LJ-3416,0,0,0,Thin-Jam Lock Nut 16,0.0,False,,1000,750,0.0,NA,,0.0,0,NA,0.0,NA,NA,NA,NA,2003-07-01,,Current
107,LJ-3816,0,0,0,Thin-Jam Lock Nut 5,0.0,False,,1000,750,0.0,NA,,0.0,0,NA,0.0,NA,NA,NA,NA,2003-07-01,,Current
108,LJ-3824,0,0,0,Thin-Jam Lock Nut 6,0.0,False,,1000,750,0.0,NA,,0.0,0,NA,0.0,NA,NA,NA,NA,2003-07-01,,Current
109,LJ-5161,0,0,0,Thin-Jam Lock Nut 3,0.0,False,,1000,750,0.0,NA,,0.0,0,NA,0.0,NA,NA,NA,NA,2003-07-01,,Current
110,LJ-5162,0,0,0,Thin-Jam Lock Nut 4,0.0,False,,1000,750,0.0,NA,,0.0,0,NA,0.0,NA,NA,NA,NA,2003-07-01,,Current
111,LJ-5811,0,0,0,Thin-Jam Lock Nut 13,0.0,False,,1000,750,0.0,NA,,0.0,0,NA,0.0,NA,NA,NA,NA,2003-07-01,,Current
112,LJ-5818,0,0,0,Thin-Jam Lock Nut 14,0.0,False,,1000,750,0.0,NA,,0.0,0,NA,0.0,NA,NA,NA,NA,2003-07-01,,Current
113,LJ-7161,0,0,0,Thin-Jam Lock Nut 7,0.0,False,,1000,750,0.0,NA,,0.0,0,NA,0.0,NA,NA,NA,NA,2003-07-01,,Current
114,LJ-7162,0,0,0,Thin-Jam Lock Nut 8,0.0,False,,1000,750,0.0,NA,,0.0,0,NA,0.0,NA,NA,NA,NA,2003-07-01,,Current
115,LJ-9080,0,0,0,Thin-Jam Lock Nut 12,0.0,False,,1000,750,0.0,NA,,0.0,0,NA,0.0,NA,NA,NA,NA,2003-07-01,,Current
116,LJ-9161,0,0,0,Thin-Jam Lock Nut 11,0.0,False,,1000,750,0.0,NA,,0.0,0,NA,0.0,NA,NA,NA,NA,2003-07-01,,Current
117,LN-1024,0,0,0,Lock Nut 5,0.0,False,,1000,750,0.0,NA,,0.0,0,NA,0.0,NA,NA,NA,NA,2003-07-01,,Current
118,LN-1032,0,0,0,Lock Nut 6,0.0,False,,1000,750,0.0,NA,,0.0,0,NA,0.0,NA,NA,NA,NA,2003-07-01,,Current
119,LN-1213,0,0,0,Lock Nut 16,0.0,False,,1000,750,0.0,NA,,0.0,0,NA,0.0,NA,NA,NA,NA,2003-07-01,,Current
120,LN-1220,0,0,0,Lock Nut 17,0.0,False,,1000,750,0.0,NA,,0.0,0,NA,0.0,NA,NA,NA,NA,2003-07-01,,Current
121,LN-1224,0,0,0,Lock Nut 7,0.0,False,,1000,750,0.0,NA,,0.0,0,NA,0.0,NA,NA,NA,NA,2003-07-01,,Current
122,LN-1420,0,0,0,Lock Nut 8,0.0,False,,1000,750,0.0,NA,,0.0,0,NA,0.0,NA,NA,NA,NA,2003-07-01,,Current
123,LN-1428,0,0,0,Lock Nut 9,0.0,False,,1000,750,0.0,NA,,0.0,0,NA,0.0,NA,NA,NA,NA,2003-07-01,,Current
124,LN-3410,0,0,0,Lock Nut 22,0.0,False,,1000,750,0.0,NA,,0.0,0,NA,0.0,NA,NA,NA,NA,2003-07-01,,Current
125,LN-3416,0,0,0,Lock Nut 23,0.0,False,,1000,750,0.0,NA,,0.0,0,NA,0.0,NA,NA,NA,NA,2003-07-01,,Current
126,LN-3816,0,0,0,Lock Nut 12,0.0,False,,1000,750,0.0,NA,,0.0,0,NA,0.0,NA,NA,NA,NA,2003-07-01,,Current
127,LN-3824,0,0,0,Lock Nut 13,0.0,False,,1000,750,0.0,NA,,0.0,0,NA,0.0,NA,NA,NA,NA,2003-07-01,,Current
128,LN-4400,0,0,0,Lock Nut 1,0.0,False,,1000,750,0.0,NA,,0.0,0,NA,0.0,NA,NA,NA,NA,2003-07-01,,Current
129,LN-5161,0,0,0,Lock Nut 10,0.0,False,,1000,750,0.0,NA,,0.0,0,NA,0.0,NA,NA,NA,NA,2003-07-01,,Current
130,LN-5162,0,0,0,Lock Nut 11,0.0,False,,1000,750,0.0,NA,,0.0,0,NA,0.0,NA,NA,NA,NA,2003-07-01,,Current
131,LN-5400,0,0,0,Lock Nut 2,0.0,False,,1000,750,0.0,NA,,0.0,0,NA,0.0,NA,NA,NA,NA,2003-07-01,,Current
132,LN-5811,0,0,0,Lock Nut 20,0.0,False,,1000,750,0.0,NA,,0.0,0,NA,0.0,NA,NA,NA,NA,2003-07-01,,Current
133,LN-5818,0,0,0,Lock Nut 21,0.0,False,,1000,750,0.0,NA,,0.0,0,NA,0.0,NA,NA,NA,NA,2003-07-01,,Current
134,LN-6320,0,0,0,Lock Nut 3,0.0,False,,1000,750,0.0,NA,,0.0,0,NA,0.0,NA,NA,NA,NA,2003-07-01,,Current
135,LN-7161,0,0,0,Lock Nut 14,0.0,False,,1000,750,0.0,NA,,0.0,0,NA,0.0,NA,NA,NA,NA,2003-07-01,,Current
136,LN-7162,0,0,0,Lock Nut 15,0.0,False,,1000,750,0.0,NA,,0.0,0,NA,0.0,NA,NA,NA,NA,2003-07-01,,Current
137,LN-8320,0,0,0,Lock Nut 4,0.0,False,,1000,750,0.0,NA,,0.0,0,NA,0.0,NA,NA,NA,NA,2003-07-01,,Current
138,LN-9080,0,0,0,Lock Nut 19,0.0,False,,1000,750,0.0,NA,,0.0,0,NA,0.0,NA,NA,NA,NA,2003-07-01,,Current
139,LN-9161,0,0,0,Lock Nut 18,0.0,False,,1000,750,0.0,NA,,0.0,0,NA,0.0,NA,NA,NA,NA,2003-07-01,,Current
140,LR-2398,0,0,0,Lock Ring,0.0,False,Silver,1000,750,0.0,NA,,0.0,0,NA,0.0,NA,NA,NA,NA,2003-07-01,,Current
141,LR-8520,0,0,0,Lower Head Race,0.0,False,,1000,750,0.0,NA,,0.0,0,NA,0.0,NA,NA,NA,NA,2003-07-01,,Current
142,LW-1000,0,0,0,Lock Washer 4,0.0,False,,1000,750,0.0,NA,,0.0,0,NA,0.0,NA,NA,NA,NA,2003-07-01,,Current
143,LW-1200,0,0,0,Lock Washer 5,0.0,False,,1000,750,0.0,NA,,0.0,0,NA,0.0,NA,NA,NA,NA,2003-07-01,,Current
144,LW-1201,0,0,0,Lock Washer 10,0.0,False,,1000,750,0.0,NA,,0.0,0,NA,0.0,NA,NA,NA,NA,2003-07-01,,Current
145,LW-1400,0,0,0,Lock Washer 6,0.0,False,,1000,750,0.0,NA,,0.0,0,NA,0.0,NA,NA,NA,NA,2003-07-01,,Current
146,LW-3400,0,0,0,Lock Washer 13,0.0,False,,1000,750,0.0,NA,,0.0,0,NA,0.0,NA,NA,NA,NA,2003-07-01,,Current
147,LW-3800,0,0,0,Lock Washer 8,0.0,False,,1000,750,0.0,NA,,0.0,0,NA,0.0,NA,NA,NA,NA,2003-07-01,,Current
148,LW-4000,0,0,0,Lock Washer 1,0.0,False,,1000,750,0.0,NA,,0.0,0,NA,0.0,NA,NA,NA,NA,2003-07-01,,Current
149,LW-5160,0,0,0,Lock Washer 7,0.0,False,,1000,750,0.0,NA,,0.0,0,NA,0.0,NA,NA,NA,NA,2003-07-01,,Current
150,LW-5800,0,0,0,Lock Washer 12,0.0,False,,1000,750,0.0,NA,,0.0,0,NA,0.0,NA,NA,NA,NA,2003-07-01,,Current
151,LW-6000,0,0,0,Lock Washer 2,0.0,False,,1000,750,0.0,NA,,0.0,0,NA,0.0,NA,NA,NA,NA,2003-07-01,,Current
152,LW-7160,0,0,0,Lock Washer 9,0.0,False,,1000,750,0.0,NA,,0.0,0,NA,0.0,NA,NA,NA,NA,2003-07-01,,Current
153,LW-8000,0,0,0,Lock Washer 3,0.0,False,,1000,750,0.0,NA,,0.0,0,NA,0.0,NA,NA,NA,NA,2003-07-01,,Current
154,LW-9160,0,0,0,Lock Washer 11,0.0,False,,1000,750,0.0,NA,,0.0,0,NA,0.0,NA,NA,NA,NA,2003-07-01,,Current
155,MA-7075,0,0,0,Metal Angle,0.0,False,,1000,750,0.0,NA,,0.0,0,NA,0.0,NA,NA,NA,NA,2003-07-01,,Current
156,MB-2024,0,0,0,Metal Bar 1,0.0,False,,1000,750,0.0,NA,,0.0,0,NA,0.0,NA,NA,NA,NA,2003-07-01,,Current
157,MB-6061,0,0,0,Metal Bar 2,0.0,False,,1000,750,0.0,NA,,0.0,0,NA,0.0,NA,NA,NA,NA,2003-07-01,,Current
158,MP-2066,0,0,0,Metal Plate 2,0.0,False,,1000,750,0.0,NA,,0.0,0,NA,0.0,NA,NA,NA,NA,2003-07-01,,Current
159,MP-2503,0,0,0,Metal Plate 1,0.0,False,,1000,750,0.0,NA,,0.0,0,NA,0.0,NA,NA,NA,NA,2003-07-01,,Current
160,MP-4960,0,0,0,Metal Plate 3,0.0,False,,1000,750,0.0,NA,,0.0,0,NA,0.0,NA,NA,NA,NA,2003-07-01,,Current
161,MS-0253,0,0,0,Metal Sheet 2,0.0,False,,1000,750,0.0,NA,,0.0,0,NA,0.0,NA,NA,NA,NA,2003-07-01,,Current
162,MS-1256,0,0,0,Metal Sheet 3,0.0,False,,1000,750,0.0,NA,,0.0,0,NA,0.0,NA,NA,NA,NA,2003-07-01,,Current
163,MS-1981,0,0,0,Metal Sheet 7,0.0,False,,1000,750,0.0,NA,,0.0,0,NA,0.0,NA,NA,NA,NA,2003-07-01,,Current
164,MS-2259,0,0,0,Metal Sheet 4,0.0,False,,1000,750,0.0,NA,,0.0,0,NA,0.0,NA,NA,NA,NA,2003-07-01,,Current
165,MS-2341,0,0,0,Metal Sheet 5,0.0,False,,1000,750,0.0,NA,,0.0,0,NA,0.0,NA,NA,NA,NA,2003-07-01,,Current
166,MS-2348,0,0,0,Metal Sheet 6,0.0,False,,1000,750,0.0,NA,,0.0,0,NA,0.0,NA,NA,NA,NA,2003-07-01,,Current
167,MS-6061,0,0,0,Metal Sheet 1,0.0,False,,1000,750,0.0,NA,,0.0,0,NA,0.0,NA,NA,NA,NA,2003-07-01,,Current
168,MT-1000,0,0,0,Metal Tread Plate,0.0,False,,1000,750,0.0,NA,,0.0,0,NA,0.0,NA,NA,NA,NA,2003-07-01,,Current
169,NI-4127,0,0,0,LL Nipple,0.0,False,,1000,750,0.0,NA,,0.0,0,NA,0.0,L ,NA,NA,NA,2003-07-01,,Current
